response_id,age,gender,years_at_company,job_role,monthly_income,performance_rating,promotions_count,overtime,distance_from_home,education_level,marital_status,dependents_count,job_level,company_size,company_tenure,remote_work,leadership_opportunities,innovation_opportunities,company_reputation,employee_recognition,exit_status,wlf2,js2
43071,26,0,4,1,7376.0,0,1,0,43,2,2,1.0,0,2,34.0,0,0,0,2,0,0,3,2
36540,19,0,8,3,6005.0,0,0,0,72,0,2,4.0,0,0,14.0,0,0,0,1,0,0,2,0
9703,41,0,2,0,5551.0,0,1,0,30,2,2,0.0,0,1,16.0,0,0,0,2,1,0,1,1
5864,36,1,15,2,9363.0,2,2,0,24,1,1,3.0,1,0,82.0,0,0,0,3,2,0,2,1
16282,36,1,13,4,10274.0,0,2,1,15,0,1,4.0,1,0,68.0,0,0,0,2,1,1,0,1
49039,55,1,45,4,8182.0,2,1,0,73,3,1,3.0,0,2,102.0,0,0,0,3,1,1,1,1
40192,58,1,16,2,5408.0,2,0,0,71,3,0,0.0,0,0,41.0,0,0,0,2,1,0,2,1
55605,34,1,11,0,5740.0,2,2,0,5,0,2,1.0,0,1,13.0,0,0,0,3,2,0,1,0
53232,27,1,13,4,7743.0,1,1,1,56,1,2,0.0,2,1,26.0,1,0,0,2,1,1,0,2
31655,36,0,17,1,10778.0,0,0,1,30,1,0,0.0,1,2,18.0,0,0,0,2,0,0,0,0
33014,26,0,10,4,8733.0,0,2,1,96,0,2,0.0,1,1,71.0,0,0,0,2,1,0,3,1
12855,20,1,9,3,6105.0,0,0,0,83,4,1,0.0,0,1,36.0,0,0,0,1,0,0,2,1
20966,20,1,4,4,7274.0,0,0,0,78,1,1,0.0,0,1,53.0,0,1,0,2,0,0,0,1
34357,22,0,12,0,3859.0,0,0,0,18,1,1,2.0,1,2,80.0,0,0,0,2,3,1,0,0
39508,28,1,8,2,8899.0,1,0,0,68,1,1,3.0,0,1,28.0,0,0,0,2,2,0,2,2
35144,40,1,10,3,5563.0,0,1,1,4,2,1,3.0,1,2,27.0,0,0,0,1,1,1,2,1
20206,41,1,11,3,6295.0,0,0,1,53,2,1,2.0,0,0,49.0,0,0,1,3,2,0,3,1
28987,26,0,18,1,7838.0,0,0,1,9,1,2,0.0,0,0,43.0,0,0,0,2,1,0,2,0
69693,37,1,3,2,8262.0,0,1,1,41,3,1,0.0,1,0,68.0,0,0,0,3,0,1,2,0
17043,39,0,17,3,5842.0,2,2,0,92,1,1,0.0,1,1,42.0,0,0,1,2,1,1,0,1
1838,43,0,12,4,8484.0,0,1,0,9,3,0,5.0,0,2,30.0,0,0,0,2,2,1,2,1
49043,20,1,10,4,9731.0,0,0,0,31,0,2,4.0,1,0,34.0,0,0,0,1,1,0,3,3
60093,51,0,22,1,8125.0,0,0,1,73,1,2,4.0,0,1,64.0,1,0,0,2,1,0,2,2
36523,38,0,7,3,5856.0,2,2,0,61,3,1,0.0,2,1,80.0,1,0,0,0,0,1,1,1
49392,44,0,16,2,7131.0,0,1,0,87,2,0,1.0,2,2,75.0,0,0,0,2,0,0,2,0
30191,52,0,2,4,10670.0,0,0,0,63,3,1,1.0,1,0,6.0,0,0,0,0,0,1,0,1
37321,44,1,11,2,7344.0,0,4,1,78,1,1,0.0,0,1,74.0,1,0,0,3,0,1,2,1
11572,35,1,5,1,7756.0,0,0,0,21,2,0,4.0,1,2,83.0,0,0,0,2,1,1,1,2
71560,28,1,18,4,12503.0,0,1,0,53,2,2,2.0,0,1,56.0,1,0,0,2,0,1,2,1
7379,54,0,11,2,8178.0,0,3,0,58,1,1,1.0,2,1,62.0,0,0,0,3,3,1,3,1
73162,43,1,18,4,11023.0,0,1,0,18,2,2,4.0,0,2,70.0,0,0,1,1,1,0,2,2
54582,52,1,23,4,9544.0,0,0,0,42,0,1,0.0,2,1,90.0,0,0,0,2,1,1,2,1
25051,35,1,23,0,5376.0,1,0,1,13,0,1,1.0,0,1,42.0,0,0,0,2,0,1,0,1
45534,29,0,1,1,8473.0,0,2,0,98,3,2,1.0,0,1,38.0,0,0,0,3,1,0,3,1
67276,57,0,49,1,7803.0,1,1,0,48,3,1,0.0,0,1,93.0,0,0,0,2,0,1,1,2
69783,57,1,5,3,6434.0,0,0,0,59,4,1,1.0,0,1,51.0,1,0,1,2,2,1,2,2
9767,20,1,12,0,6160.0,0,0,0,71,1,1,3.0,2,2,55.0,1,0,0,3,1,1,2,0
37722,33,0,10,4,6569.0,0,2,1,51,4,1,2.0,2,2,12.0,1,0,0,2,1,1,1,2
23939,49,0,37,2,7955.0,1,2,0,85,1,1,3.0,0,1,98.0,1,0,0,2,1,0,2,3
8730,30,1,1,3,5576.0,0,0,1,99,1,1,3.0,0,2,72.0,0,0,0,3,1,0,1,0
34203,24,1,11,3,5550.0,1,1,0,85,0,1,0.0,1,1,51.0,0,0,0,2,1,0,2,0
37173,31,1,5,4,9892.0,0,0,1,1,0,1,0.0,1,0,75.0,0,0,0,0,2,1,0,1
10227,58,1,25,2,8591.0,1,1,0,52,1,1,0.0,1,1,38.0,0,1,0,1,0,1,0,1
72120,48,0,28,4,7959.0,0,0,1,72,0,1,0.0,1,1,50.0,1,0,0,2,2,1,2,1
52223,42,1,26,2,7472.0,1,1,0,75,2,1,0.0,1,2,35.0,0,0,0,2,2,1,1,1
68792,22,1,14,2,8349.0,0,0,0,37,1,1,0.0,0,2,51.0,1,0,0,3,0,1,2,1
36252,45,0,33,1,11272.0,3,2,0,49,2,0,1.0,0,0,72.0,0,0,0,2,1,0,1,3
71824,43,1,13,4,6503.0,0,0,0,87,0,1,1.0,1,2,46.0,1,0,0,1,1,1,1,2
8720,18,1,7,4,10004.0,1,1,0,40,0,1,1.0,2,1,62.0,0,0,0,3,0,0,2,1
39913,49,1,11,4,10140.0,0,2,0,82,2,1,1.0,1,1,74.0,0,0,0,2,0,0,2,3
61622,24,1,16,2,6123.0,0,1,0,54,2,2,5.0,0,1,92.0,1,0,0,2,1,1,1,0
61196,42,1,1,0,5748.0,1,0,0,39,0,1,0.0,1,0,79.0,0,0,0,2,1,1,1,1
38169,40,1,5,4,9265.0,2,0,1,7,3,2,3.0,0,2,18.0,0,0,0,1,1,0,1,1
45840,18,0,5,2,8685.0,1,1,0,20,2,0,4.0,0,0,7.0,1,0,1,2,2,0,2,3
66333,55,1,27,3,6041.0,0,1,0,35,3,2,0.0,2,1,68.0,0,0,0,3,1,1,1,0
13497,58,0,43,4,10176.0,0,0,1,58,0,1,1.0,1,0,93.0,0,0,0,2,0,0,1,2
38621,43,0,3,4,7026.0,0,4,0,40,0,1,4.0,1,0,20.0,0,0,0,1,2,1,1,1
48509,48,0,38,2,6607.0,0,0,0,55,1,2,2.0,2,2,39.0,0,0,0,2,0,1,0,1
70701,35,1,25,1,8038.0,1,1,0,69,1,2,0.0,1,1,34.0,0,0,0,1,0,1,2,1
68014,28,0,4,0,5935.0,3,1,0,20,1,1,1.0,0,1,66.0,0,0,0,0,0,0,3,0
66143,53,1,36,0,4025.0,2,4,0,42,0,1,3.0,1,0,99.0,1,0,0,1,1,1,0,1
64634,44,0,7,1,10329.0,0,0,0,53,1,2,1.0,2,2,27.0,0,0,0,2,2,1,0,0
18468,20,0,7,3,5650.0,0,0,0,19,3,1,0.0,1,1,49.0,0,0,0,2,1,1,1,2
50981,58,1,46,2,7442.0,0,1,0,21,2,0,3.0,0,0,95.0,0,0,0,2,1,1,2,2
51811,22,0,4,4,8371.0,0,0,0,2,2,2,2.0,2,1,16.0,0,1,0,1,2,0,2,1
66306,55,0,20,4,9323.0,1,1,0,16,2,1,5.0,0,0,97.0,0,0,0,2,2,0,1,1
9604,27,1,10,2,7036.0,2,2,0,64,2,1,0.0,0,0,60.0,0,0,0,2,2,1,2,1
51872,27,1,19,0,3342.0,0,0,0,95,1,0,2.0,1,2,98.0,0,0,0,2,2,1,2,1
21747,45,1,13,2,8806.0,2,0,0,63,0,0,1.0,0,2,35.0,1,0,0,3,1,1,2,1
15834,39,0,7,4,8711.0,2,0,1,29,0,1,5.0,1,1,83.0,0,0,0,2,1,1,1,3
24998,32,1,7,3,6250.0,1,0,0,83,3,1,4.0,0,0,39.0,0,0,1,0,2,0,0,1
15980,20,0,11,1,7214.0,2,3,0,70,0,2,0.0,1,1,27.0,0,0,0,2,1,1,1,1
38869,31,1,14,0,4555.0,0,0,0,95,0,1,3.0,0,0,21.0,0,0,0,2,2,0,2,0
56156,44,0,3,4,9596.0,0,2,0,70,1,0,5.0,2,2,51.0,0,0,1,2,1,1,1,1
60660,36,1,3,1,8366.0,1,1,0,99,1,2,4.0,0,1,8.0,0,0,0,2,1,0,2,1
72515,19,0,11,4,9931.0,0,2,0,56,1,2,1.0,1,0,75.0,0,1,0,2,2,0,2,1
61534,27,1,14,1,9942.0,0,1,0,57,0,2,4.0,0,1,38.0,0,0,0,0,0,0,2,1
57049,43,1,14,3,6548.0,0,3,1,86,0,1,3.0,1,0,36.0,0,0,1,2,0,1,2,3
46316,45,0,35,4,8009.0,1,3,0,5,0,1,2.0,0,1,109.0,0,0,0,0,1,1,1,1
2710,37,0,5,0,4168.0,2,3,0,14,3,2,2.0,0,2,76.0,0,0,0,2,1,1,1,2
66855,41,0,33,0,6153.0,0,0,1,2,4,1,0.0,1,0,73.0,0,0,0,3,2,1,2,0
47330,24,0,2,4,9756.0,0,2,0,27,3,2,3.0,0,2,71.0,0,0,0,2,1,0,0,0
43624,29,0,12,4,8263.0,1,0,0,71,1,1,0.0,0,1,88.0,1,0,1,2,0,1,0,2
8291,46,0,32,1,11699.0,0,0,1,14,2,2,0.0,2,1,37.0,0,0,0,2,1,0,3,1
54539,36,0,28,1,7047.0,2,0,1,22,3,0,3.0,0,1,70.0,0,0,0,2,0,1,3,1
52389,37,0,14,3,6135.0,3,2,0,69,3,1,4.0,2,1,37.0,0,0,0,1,2,1,2,2
25757,28,0,3,4,7452.0,0,0,0,18,3,1,0.0,0,1,43.0,0,0,0,2,0,0,0,0
18151,30,0,1,4,9706.0,0,0,0,84,1,2,2.0,1,0,70.0,1,0,0,1,0,1,0,1
21760,52,0,2,1,10315.0,0,0,0,49,1,1,0.0,1,1,9.0,0,0,0,3,2,1,0,1
994,48,0,7,2,9955.0,0,1,1,79,0,0,2.0,1,1,85.0,1,0,0,2,3,1,3,1
45841,19,0,11,2,7762.0,1,0,1,47,1,2,0.0,2,1,89.0,0,0,0,2,1,0,2,1
33095,45,1,26,3,5797.0,0,0,1,81,2,0,1.0,0,2,37.0,0,0,1,0,2,0,3,0
12385,26,1,18,4,8750.0,0,0,0,6,1,1,4.0,2,2,89.0,0,0,0,1,2,1,1,1
69475,50,0,12,4,12344.0,2,0,1,86,0,2,4.0,1,1,43.0,1,0,0,2,2,0,0,0
58957,56,1,28,1,7307.0,2,0,0,96,2,0,3.0,0,1,70.0,0,0,1,0,2,1,1,2
65617,25,1,11,4,11762.0,0,1,0,67,1,2,3.0,1,1,54.0,0,0,0,0,1,0,1,1
12277,44,0,25,1,7430.0,0,0,0,60,4,2,2.0,2,2,98.0,0,0,0,2,1,1,1,2
1351,50,1,5,3,6317.0,0,1,1,39,1,2,1.0,0,2,74.0,0,0,1,2,1,0,3,2
25310,31,1,8,4,10606.0,0,2,0,39,1,2,4.0,0,1,22.0,1,0,0,2,2,1,1,1
11628,30,1,5,2,9500.0,3,0,0,35,2,1,1.0,2,1,44.0,0,0,0,2,1,1,2,1
8553,50,0,35,3,6064.0,0,0,1,64,0,1,0.0,1,2,49.0,1,0,0,3,2,1,1,1
48706,41,1,16,2,7329.0,0,0,0,81,1,0,1.0,1,2,43.0,0,0,0,3,1,1,1,1
40127,20,1,4,4,6905.0,3,1,0,44,3,1,2.0,0,2,78.0,0,0,0,2,2,1,1,0
29513,55,0,37,4,6860.0,2,1,0,12,0,0,3.0,1,0,76.0,0,1,0,1,0,1,2,1
63404,59,1,4,3,5938.0,0,0,0,2,0,1,5.0,1,1,57.0,1,0,0,2,2,1,0,1
37989,48,0,11,4,11991.0,0,2,1,44,0,1,5.0,0,1,35.0,0,0,0,2,1,0,1,3
10807,20,1,3,0,4852.0,1,1,0,12,2,0,0.0,1,1,22.0,0,0,1,0,2,0,3,1
25271,53,0,12,3,6270.0,1,0,0,68,0,1,1.0,0,0,17.0,0,0,0,2,1,0,0,1
15047,34,1,23,0,3278.0,2,0,1,80,2,1,2.0,0,1,59.0,0,0,0,2,1,0,2,2
20760,18,0,3,2,7466.0,1,0,0,62,0,1,0.0,1,1,61.0,1,0,0,2,2,1,1,1
34090,33,0,9,4,10374.0,0,1,1,68,1,1,1.0,2,2,19.0,0,0,0,2,1,0,2,2
15267,19,0,8,4,8426.0,0,0,1,79,2,2,4.0,1,1,34.0,0,0,0,2,2,0,2,1
8503,56,1,6,3,5376.0,2,1,1,21,2,1,0.0,2,1,75.0,0,0,0,2,2,1,0,1
10705,52,1,31,2,7241.0,1,2,0,87,1,2,1.0,1,1,33.0,0,0,0,1,0,0,2,2
43975,22,0,14,4,7252.0,3,1,0,59,0,0,1.0,2,2,31.0,0,0,1,3,2,0,2,2
12638,56,0,43,3,5538.0,0,3,0,34,2,1,2.0,0,2,89.0,0,0,0,1,2,1,1,1
35690,52,1,40,1,6592.0,0,0,1,32,0,0,5.0,2,1,101.0,0,0,1,2,1,1,2,0
61178,20,1,12,1,8028.0,2,1,0,40,3,2,5.0,1,1,77.0,0,0,0,2,2,1,2,0
46144,26,0,16,3,7156.0,0,0,0,87,3,1,0.0,0,0,18.0,0,0,1,1,1,0,0,0
13273,41,1,32,1,7134.0,2,1,1,90,1,1,2.0,1,1,51.0,0,0,0,2,1,0,2,1
43965,45,1,23,2,8285.0,0,1,0,16,1,1,3.0,0,1,77.0,0,0,0,2,1,1,2,0
30905,52,0,40,0,4164.0,2,0,0,70,2,2,1.0,1,2,92.0,1,0,0,2,2,1,0,1
48546,34,1,1,4,8030.0,0,2,0,59,0,1,0.0,0,1,43.0,0,0,0,2,1,0,2,1
23164,48,1,34,1,7140.0,0,0,1,53,1,2,5.0,2,1,54.0,0,0,0,3,1,0,1,3
1429,21,0,5,2,7050.0,2,2,0,68,1,1,0.0,1,2,80.0,0,0,0,3,0,0,1,2
2858,55,1,23,2,7887.0,1,1,0,11,1,0,4.0,2,1,86.0,0,1,0,1,3,1,1,0
27545,25,1,3,1,10934.0,1,0,1,83,1,2,6.0,1,2,76.0,0,0,1,3,1,0,2,2
6481,51,1,28,4,9577.0,0,0,0,43,2,1,1.0,0,1,107.0,0,0,0,3,0,1,2,2
42644,18,1,1,0,3840.0,1,0,1,54,3,1,3.0,2,0,10.0,0,0,0,3,0,1,1,0
37940,41,1,8,0,4696.0,1,1,0,84,1,1,2.0,1,1,63.0,1,0,1,2,1,0,2,3
28130,56,0,20,4,7297.0,0,0,1,83,3,1,0.0,2,0,98.0,1,0,0,0,2,1,3,1
41941,54,1,6,1,11661.0,2,2,1,60,0,1,3.0,2,1,73.0,0,0,0,1,1,0,3,0
34961,35,1,12,0,3790.0,1,0,0,1,1,0,1.0,0,1,81.0,1,0,0,2,2,1,3,1
33842,22,1,10,4,5740.0,0,2,0,76,2,0,1.0,0,2,11.0,0,0,0,2,1,0,1,0
36707,39,1,26,3,5914.0,2,2,0,90,3,0,2.0,1,1,53.0,0,0,0,1,2,0,2,1
74196,54,0,43,2,8324.0,0,0,1,26,2,2,2.0,2,0,120.0,0,0,0,2,1,0,0,1
32685,19,0,7,2,8601.0,0,0,1,8,1,1,1.0,1,0,37.0,0,0,0,2,0,0,2,3
55173,39,0,28,4,8766.0,2,2,0,63,0,2,1.0,2,2,65.0,0,0,0,2,2,1,2,2
57214,42,0,22,0,4432.0,0,0,1,40,4,2,1.0,1,0,78.0,0,0,1,2,1,0,0,1
68912,20,0,8,2,8036.0,1,2,0,16,0,2,2.0,1,2,36.0,0,0,0,3,2,0,3,1
61327,20,1,5,1,9118.0,1,1,1,33,1,0,5.0,1,1,57.0,0,0,0,2,0,0,2,1
52383,58,0,24,0,3755.0,1,0,1,9,0,2,0.0,0,2,63.0,0,0,0,2,1,0,1,1
65661,31,1,1,0,3254.0,0,2,0,1,0,0,1.0,2,2,66.0,1,0,0,1,1,1,1,1
1511,58,0,27,2,8014.0,0,1,0,94,2,2,2.0,1,1,58.0,1,0,0,0,1,1,1,1
20521,48,1,35,2,9831.0,1,0,0,84,1,2,0.0,1,2,70.0,0,0,0,1,0,0,0,1
36906,42,1,24,2,7973.0,0,0,0,96,3,1,1.0,2,2,86.0,0,0,0,3,1,1,1,3
49418,38,0,26,2,6953.0,1,0,1,22,2,1,1.0,2,1,40.0,0,0,0,2,1,1,2,1
53875,44,1,15,4,8816.0,0,1,1,40,3,1,0.0,1,1,67.0,1,0,0,2,2,1,0,1
57202,25,1,16,4,10090.0,2,0,1,40,4,1,2.0,0,1,46.0,0,0,0,2,2,1,1,1
23720,54,1,10,2,6985.0,1,0,0,11,3,0,2.0,1,2,65.0,1,0,0,3,1,0,0,0
10650,42,0,11,4,6761.0,2,1,0,20,2,1,1.0,0,0,17.0,1,0,1,1,1,1,2,1
73254,49,0,28,2,8268.0,0,0,0,40,0,1,0.0,2,1,105.0,0,0,0,3,1,0,1,1
31502,51,1,32,4,9766.0,0,1,0,33,2,1,4.0,1,1,46.0,0,0,1,2,2,1,2,1
23318,53,1,38,4,9981.0,0,0,0,51,1,1,0.0,2,1,78.0,0,0,0,3,0,1,2,0
40349,18,1,2,0,4694.0,0,1,0,77,0,1,2.0,0,2,62.0,0,0,1,3,1,0,1,3
19902,39,1,16,0,4147.0,2,2,0,43,1,1,3.0,1,1,51.0,1,0,0,2,2,1,1,0
3526,42,0,6,0,4696.0,0,3,0,46,2,1,1.0,0,2,52.0,0,0,0,2,1,0,0,0
63964,40,1,26,4,5437.0,3,2,0,74,1,2,0.0,0,1,36.0,0,0,0,2,1,0,0,3
44257,22,1,13,4,8827.0,0,2,0,18,1,1,0.0,1,0,29.0,0,0,0,1,1,1,1,1
69659,46,0,4,0,4315.0,0,0,0,86,2,1,1.0,1,1,69.0,0,0,0,1,2,1,2,3
35554,28,1,5,4,8140.0,1,2,1,18,2,2,0.0,1,0,30.0,0,0,0,0,1,0,2,3
7538,30,0,18,4,7931.0,0,2,1,43,1,2,5.0,0,1,42.0,0,0,0,1,1,1,0,1
68975,38,1,17,4,9589.0,0,0,0,68,3,1,3.0,1,0,50.0,0,0,1,3,2,1,1,1
29435,31,1,12,0,4492.0,0,1,0,18,1,2,3.0,0,1,43.0,1,0,0,3,2,0,1,1
1496,47,0,30,2,7446.0,2,3,1,90,2,1,3.0,1,1,40.0,1,0,0,2,2,1,0,3
49586,34,1,22,4,7577.0,1,0,1,79,1,2,0.0,1,1,63.0,0,0,0,2,0,0,2,3
3709,27,0,11,1,8141.0,1,0,0,15,0,1,2.0,2,0,48.0,0,0,0,0,1,1,2,1
59147,57,1,5,4,6996.0,0,2,0,88,3,1,0.0,0,1,38.0,0,0,0,0,1,0,3,1
58157,22,0,1,4,10086.0,0,0,1,61,2,1,2.0,2,2,64.0,0,0,0,3,1,0,1,0
10550,43,0,7,2,5944.0,0,1,1,21,0,2,1.0,1,1,20.0,1,0,0,3,1,0,2,1
44672,44,0,18,0,3702.0,0,1,1,41,0,1,0.0,2,1,50.0,0,0,0,2,1,1,0,1
52479,47,0,6,0,4764.0,0,0,0,68,2,1,2.0,0,1,56.0,0,0,0,1,0,0,1,3
22674,55,1,41,0,3960.0,2,0,1,54,2,1,0.0,2,2,90.0,1,1,0,0,0,1,1,1
33443,37,1,28,0,4351.0,2,0,1,97,2,2,5.0,1,1,79.0,1,0,0,2,2,1,1,1
4340,34,1,6,2,7827.0,0,0,0,54,1,2,3.0,0,2,54.0,0,0,0,3,3,0,2,2
12568,22,1,7,4,11368.0,0,0,0,24,2,1,2.0,0,1,49.0,0,0,0,2,2,0,3,0
30496,21,1,6,3,5432.0,0,0,0,23,2,2,0.0,2,1,18.0,0,0,0,2,0,1,1,0
36595,33,1,17,3,5363.0,2,0,1,38,1,1,0.0,1,0,18.0,1,0,0,1,0,1,2,1
2884,47,1,4,0,4036.0,2,0,0,14,0,1,3.0,0,0,75.0,0,0,1,2,0,0,0,0
34283,30,0,2,3,5902.0,0,0,0,49,0,1,5.0,0,2,52.0,0,0,0,2,0,1,3,1
18607,43,1,3,1,9456.0,0,2,0,32,3,1,0.0,2,0,40.0,1,0,0,2,3,1,2,1
7941,42,0,34,0,4756.0,1,0,0,71,2,2,0.0,1,2,107.0,0,0,0,3,0,1,1,1
69424,25,1,2,2,7912.0,0,0,0,86,2,1,0.0,0,2,74.0,0,0,0,2,0,0,2,1
64138,40,1,22,2,8778.0,1,1,0,1,0,2,1.0,0,1,44.0,1,0,0,3,0,0,1,1
44049,47,0,20,1,8403.0,0,0,0,89,2,1,1.0,0,1,79.0,0,0,0,2,1,0,2,0
20443,47,1,38,0,4138.0,2,1,0,34,2,1,2.0,1,0,97.0,0,0,0,1,1,1,1,0
49600,37,0,26,2,7830.0,0,1,0,76,4,1,1.0,2,1,50.0,0,0,0,0,1,1,1,1
20496,35,1,14,4,9150.0,0,0,0,35,1,0,0.0,2,1,46.0,0,0,0,2,2,1,2,1
62694,41,1,29,3,5734.0,0,0,0,31,3,2,0.0,1,1,52.0,0,0,0,2,1,0,1,1
4046,24,1,3,3,5641.0,0,0,0,13,1,2,1.0,0,1,11.0,0,0,0,1,2,0,2,3
54394,21,0,1,2,7062.0,0,0,0,93,1,1,1.0,1,1,57.0,0,1,0,3,1,0,1,0
46840,44,1,17,3,5831.0,0,0,1,76,1,1,1.0,0,2,24.0,1,0,0,2,2,0,2,1
40831,32,0,7,2,8247.0,0,0,0,47,1,2,2.0,2,1,86.0,0,0,0,2,0,0,1,0
61138,50,0,23,1,7496.0,0,0,0,1,2,1,0.0,0,0,93.0,0,0,0,1,2,0,3,0
53602,40,1,29,1,11293.0,2,2,0,35,1,1,1.0,0,2,77.0,1,0,0,0,1,0,2,2
32959,47,1,12,4,7960.0,0,0,0,20,3,0,1.0,1,0,80.0,0,0,0,2,0,1,3,0
21119,52,0,19,1,7542.0,0,0,1,65,0,2,1.0,1,1,62.0,0,0,0,2,0,1,1,2
14174,21,1,12,4,9640.0,2,1,0,46,3,1,0.0,2,0,80.0,0,0,1,1,1,1,0,1
60450,53,1,20,3,5704.0,0,1,0,6,2,1,2.0,2,0,33.0,0,0,0,2,1,1,2,1
48536,33,1,9,2,8768.0,0,0,0,58,0,1,0.0,0,1,76.0,0,0,0,1,0,0,0,1
8987,39,1,24,2,6537.0,0,3,0,95,1,1,4.0,1,2,56.0,0,0,0,3,1,1,1,2
3005,30,1,9,0,4411.0,0,1,1,67,0,2,0.0,1,2,41.0,0,0,0,1,1,0,0,3
11103,44,0,28,3,6159.0,0,1,0,65,1,1,0.0,0,1,33.0,0,0,0,1,2,0,3,3
678,40,1,23,0,5104.0,2,0,0,27,3,2,0.0,1,1,39.0,0,0,0,2,0,1,2,1
15981,36,0,18,4,7067.0,0,2,0,51,3,1,4.0,0,1,70.0,0,0,0,3,1,0,0,3
51161,44,0,8,4,11725.0,0,1,0,39,3,2,1.0,0,2,87.0,0,0,1,2,2,0,1,3
61875,39,0,25,0,4228.0,0,0,1,97,3,1,1.0,1,0,48.0,0,0,1,1,2,0,2,2
18615,58,1,16,3,6123.0,0,0,0,31,0,1,0.0,0,1,21.0,0,0,0,2,1,1,1,1
8603,32,0,15,4,9501.0,0,2,1,60,3,0,2.0,1,0,16.0,0,0,0,2,0,0,3,1
23411,36,0,14,3,6296.0,3,0,0,65,1,0,1.0,0,2,87.0,0,0,0,1,1,0,1,1
1724,46,1,16,0,5015.0,2,0,0,90,0,1,4.0,1,2,73.0,0,0,0,2,2,1,1,0
19974,52,1,33,2,8887.0,0,3,0,33,2,2,3.0,1,1,66.0,0,0,0,2,0,1,1,1
61531,41,1,23,0,4750.0,3,0,1,85,3,1,1.0,1,0,67.0,0,1,0,2,0,1,2,1
22333,58,0,27,2,7120.0,1,3,0,33,0,1,1.0,2,1,36.0,0,0,0,2,1,1,1,2
56736,25,0,1,2,8235.0,0,0,0,77,1,1,2.0,0,0,59.0,0,0,1,2,0,0,1,1
23357,52,0,24,4,7713.0,0,0,0,63,0,0,2.0,1,2,49.0,0,0,0,2,1,0,1,1
63543,20,1,5,1,6948.0,2,1,1,41,0,2,0.0,0,1,45.0,0,0,1,2,1,0,1,0
46078,39,0,21,1,7305.0,0,2,0,35,4,2,0.0,0,2,96.0,0,0,0,2,1,0,1,1
60131,26,0,17,0,4820.0,1,0,0,44,1,2,0.0,0,1,28.0,0,0,1,2,3,0,0,1
66648,55,1,17,2,8664.0,0,4,0,25,1,0,1.0,2,1,75.0,0,0,0,2,2,1,1,0
19547,45,0,7,0,5789.0,2,2,0,76,1,1,0.0,1,2,81.0,0,0,0,1,2,0,1,0
73420,59,1,16,4,8203.0,0,0,0,25,1,2,2.0,1,1,87.0,0,0,0,2,0,1,2,3
72140,48,1,18,2,8574.0,3,0,1,65,0,2,2.0,0,0,74.0,0,0,0,3,2,0,3,1
3624,49,0,28,4,8160.0,0,2,1,88,3,2,3.0,0,2,88.0,0,0,0,0,1,0,1,3
35119,21,1,6,3,6123.0,0,2,1,95,1,0,1.0,1,2,80.0,0,1,0,1,1,0,1,1
2279,46,1,19,2,8141.0,0,2,0,75,1,2,4.0,1,1,43.0,0,0,0,2,1,1,1,1
53508,36,1,16,0,4885.0,0,2,0,19,3,1,0.0,0,0,87.0,1,0,1,2,0,1,0,1
11675,34,0,24,1,13250.0,2,1,0,83,1,1,4.0,0,1,47.0,1,0,0,3,0,1,1,0
52841,32,1,24,3,5475.0,0,2,0,46,3,1,3.0,2,2,52.0,1,0,0,3,0,1,0,1
50235,34,0,26,4,9921.0,2,1,0,80,1,1,2.0,0,2,39.0,0,0,0,2,1,1,1,0
29221,32,1,16,0,3254.0,2,1,1,96,1,1,1.0,1,1,64.0,0,0,0,1,1,0,1,1
51210,44,1,34,4,12063.0,0,1,1,41,2,1,0.0,2,1,56.0,1,0,0,0,1,1,1,0
70198,49,0,20,2,7255.0,0,0,1,64,3,1,0.0,0,0,93.0,0,0,0,0,1,1,1,0
28210,43,1,2,1,5257.0,1,2,0,4,2,1,0.0,1,1,26.0,0,0,0,1,2,1,1,1
74183,39,1,31,4,8618.0,0,1,0,77,1,1,0.0,1,1,99.0,0,0,0,1,1,1,3,0
54179,22,1,14,2,7409.0,0,1,0,31,2,1,0.0,1,1,44.0,0,0,0,3,1,0,1,2
49031,37,1,16,2,7873.0,0,3,0,68,1,0,1.0,2,2,58.0,0,0,0,1,1,1,2,1
54826,33,1,3,0,4089.0,2,0,1,54,1,2,2.0,1,1,16.0,1,0,1,3,0,0,2,3
2110,40,1,31,4,6632.0,0,0,1,2,0,1,4.0,2,1,105.0,0,0,1,2,1,1,2,1
14376,39,0,15,4,8947.0,2,0,0,97,0,0,2.0,0,1,22.0,0,0,1,2,0,0,2,0
34823,46,1,1,2,7740.0,2,3,0,78,1,1,2.0,2,2,3.0,0,0,0,2,1,1,1,0
15854,50,0,16,3,5783.0,1,2,1,17,0,0,5.0,0,0,19.0,0,0,0,1,1,0,2,1
57241,42,1,18,4,6709.0,0,0,1,1,3,0,2.0,2,1,52.0,0,0,0,3,1,1,0,1
29213,37,0,2,2,7614.0,0,0,0,63,3,2,0.0,1,1,34.0,0,0,0,3,0,0,2,1
11910,51,0,12,1,6917.0,0,1,0,71,3,1,0.0,1,1,56.0,0,0,0,3,0,0,2,2
58493,55,0,21,1,9803.0,0,0,1,61,3,1,4.0,0,2,85.0,1,1,1,2,0,1,1,1
20191,24,0,13,1,7452.0,0,0,1,10,4,1,1.0,0,0,27.0,1,0,1,2,0,1,1,1
