response_id,Predictions
69423,Stayed
37445,Stayed
6683,Stayed
72144,Stayed
28997,Stayed
59001,Stayed
36580,Stayed
35757,Stayed
3712,Stayed
69181,Left
54284,Left
29971,Left
11193,Left
5048,Left
63989,Left
10561,Stayed
44948,Left
39966,Left
40207,Stayed
51584,Left
14501,Stayed
400,Left
42118,Stayed
8421,Stayed
35469,Stayed
11763,Left
9000,Left
42211,Stayed
13766,Left
8865,Stayed
59244,Left
54017,Stayed
49147,Left
45327,Left
20221,Stayed
3564,Stayed
44266,Left
20183,Stayed
17815,Left
59336,Stayed
57642,Stayed
60365,Left
64623,Left
41252,Left
12827,Stayed
129,Left
68318,Left
63127,Left
4294,Stayed
55611,Stayed
51019,Left
68031,Stayed
39560,Left
7201,Stayed
28792,Left
61768,Stayed
53456,Left
44702,Stayed
59611,Left
381,Stayed
56618,Left
50467,Stayed
18435,Left
49202,Stayed
24765,Left
37292,Stayed
39903,Left
72955,Left
64122,Stayed
21131,Stayed
60561,Stayed
19995,Stayed
38902,Left
51481,Stayed
24207,Left
55511,Stayed
13275,Left
28448,Left
3560,Left
28604,Left
5449,Left
16163,Stayed
38046,Left
4158,Stayed
53082,Left
13039,Left
26957,Left
23552,Stayed
64816,Left
11662,Stayed
43741,Left
68847,Stayed
39157,Left
53114,Left
35398,Left
16232,Left
54224,Stayed
697,Left
46783,Left
28349,Left
29396,Stayed
67439,Left
27437,Stayed
50996,Stayed
56390,Stayed
37991,Stayed
73712,Stayed
52251,Stayed
44623,Left
12285,Left
254,Stayed
24329,Left
70284,Stayed
74291,Left
633,Stayed
33697,Stayed
8704,Left
53659,Left
46275,Left
32618,Left
9519,Left
18849,Left
64614,Left
46001,Stayed
18717,Stayed
12991,Left
43132,Stayed
64248,Left
65079,Left
25372,Left
13448,Left
69106,Stayed
29083,Stayed
39886,Left
29178,Stayed
43219,Stayed
9074,Left
66762,Stayed
62136,Left
44525,Stayed
69237,Left
53382,Stayed
56069,Stayed
52997,Stayed
62923,Left
5736,Stayed
22351,Left
29051,Left
49904,Left
32158,Left
28200,Left
39685,Stayed
48297,Stayed
14193,Stayed
12326,Stayed
49519,Stayed
7402,Stayed
54042,Stayed
36859,Stayed
21599,Left
10661,Left
33590,Stayed
29609,Left
57293,Left
11942,Stayed
24585,Left
16356,Left
66903,Stayed
14557,Left
45246,Stayed
72280,Left
12507,Stayed
31031,Stayed
12901,Left
19488,Stayed
26183,Left
6425,Left
62792,Left
37934,Stayed
28325,Left
32326,Stayed
51417,Stayed
63546,Stayed
45562,Stayed
42804,Left
54557,Left
30488,Left
53529,Left
665,Stayed
33671,Stayed
40942,Stayed
38577,Stayed
2587,Left
28978,Stayed
34662,Left
44005,Left
14503,Left
60888,Stayed
16862,Stayed
10973,Left
29680,Left
10605,Stayed
59514,Stayed
58031,Stayed
6167,Stayed
53066,Stayed
57938,Stayed
7181,Stayed
7542,Left
54218,Stayed
36,Stayed
59071,Left
65759,Left
39382,Stayed
55215,Left
1261,Left
69000,Stayed
47984,Left
8823,Stayed
63192,Left
54811,Stayed
40190,Stayed
30897,Stayed
62378,Stayed
6650,Stayed
12348,Stayed
1639,Stayed
57131,Stayed
58545,Left
69019,Stayed
38810,Left
53146,Left
8591,Stayed
36370,Stayed
38076,Stayed
71885,Left
31597,Left
27666,Stayed
14218,Left
39316,Left
12080,Left
5620,Left
30972,Stayed
72020,Stayed
52141,Stayed
50785,Stayed
21455,Stayed
34309,Stayed
45738,Left
43815,Stayed
19765,Stayed
11505,Left
58527,Left
24897,Left
27449,Stayed
61897,Stayed
63512,Left
49185,Left
9956,Left
39302,Left
12140,Stayed
1386,Stayed
59996,Left
23265,Stayed
18088,Stayed
6703,Stayed
44985,Stayed
73440,Left
5800,Stayed
64130,Left
72901,Left
65789,Stayed
14530,Stayed
9808,Left
24568,Left
3311,Left
15939,Left
13646,Left
43749,Left
33117,Stayed
21335,Stayed
36288,Stayed
37448,Left
31498,Stayed
52712,Stayed
57189,Left
67282,Stayed
8505,Left
15619,Stayed
10219,Left
62912,Stayed
49028,Stayed
71131,Stayed
10021,Left
42467,Stayed
13338,Stayed
63327,Left
15178,Left
40629,Left
56777,Stayed
1796,Stayed
12483,Stayed
18006,Stayed
58996,Left
31468,Stayed
45689,Left
38031,Left
66788,Stayed
1880,Stayed
49992,Left
61334,Left
71629,Stayed
64416,Left
8565,Left
37572,Left
70172,Left
67480,Left
44472,Stayed
6529,Left
35068,Left
32052,Left
23895,Left
18283,Stayed
49935,Left
46433,Stayed
41858,Left
61590,Left
22435,Stayed
35260,Left
34028,Stayed
21159,Stayed
28024,Left
5565,Stayed
49189,Left
57349,Left
39920,Stayed
62140,Left
4058,Left
49282,Left
59842,Stayed
19678,Stayed
67881,Stayed
69513,Stayed
53764,Left
10789,Stayed
3726,Stayed
51241,Left
28681,Left
21007,Stayed
56518,Left
69598,Stayed
13130,Left
7626,Stayed
44168,Left
42796,Stayed
55889,Stayed
47950,Stayed
42272,Left
31763,Stayed
73407,Stayed
62056,Stayed
34644,Stayed
60302,Left
10611,Left
8279,Stayed
55261,Left
26011,Left
50645,Left
45403,Stayed
68941,Left
24204,Left
5200,Stayed
63767,Left
986,Left
37495,Stayed
1254,Left
34192,Left
73072,Left
68456,Left
45329,Stayed
36135,Left
1444,Stayed
68537,Left
1391,Stayed
64169,Left
53485,Stayed
1458,Left
23842,Stayed
20993,Left
36585,Left
68659,Left
44706,Left
357,Stayed
41394,Stayed
30150,Left
61476,Left
47314,Stayed
45221,Left
67508,Stayed
44022,Left
17724,Left
51372,Left
23608,Left
71769,Left
35756,Left
29132,Left
21744,Stayed
5785,Stayed
1998,Left
41929,Stayed
40840,Stayed
10950,Left
30892,Stayed
67689,Left
71742,Left
27629,Left
8855,Stayed
56813,Left
37573,Stayed
26145,Stayed
31610,Left
1172,Stayed
44413,Stayed
73391,Left
64957,Stayed
46274,Stayed
67786,Stayed
53546,Stayed
66547,Left
29175,Left
53771,Left
21091,Left
16865,Stayed
65051,Stayed
68287,Stayed
53606,Stayed
23286,Left
50047,Stayed
19490,Left
1181,Stayed
47227,Stayed
35685,Left
47480,Left
21534,Stayed
57251,Stayed
51564,Stayed
27441,Left
33773,Stayed
6212,Stayed
32614,Left
14189,Stayed
57860,Left
32591,Stayed
24050,Stayed
60570,Stayed
67324,Stayed
71855,Left
21011,Left
16736,Left
58594,Stayed
7979,Left
2296,Left
25450,Stayed
12951,Left
38155,Stayed
27531,Stayed
69430,Stayed
67084,Left
2384,Left
72521,Stayed
18325,Left
64786,Stayed
43785,Stayed
49175,Left
6341,Stayed
39046,Left
36667,Left
12571,Stayed
27041,Left
52977,Stayed
15663,Left
73132,Stayed
29627,Left
43691,Stayed
28867,Stayed
48924,Left
55575,Stayed
43904,Left
43771,Left
62141,Stayed
31943,Left
24675,Stayed
14939,Left
19388,Left
66279,Stayed
47604,Stayed
9431,Left
37331,Stayed
53526,Left
20066,Left
52472,Stayed
26946,Stayed
50381,Left
51312,Stayed
68849,Left
68984,Left
39610,Left
6424,Stayed
47371,Stayed
20394,Left
72159,Stayed
4789,Left
2387,Stayed
28643,Stayed
55707,Stayed
40295,Stayed
43709,Stayed
11987,Stayed
37980,Stayed
9274,Left
29568,Left
9203,Left
52522,Stayed
42227,Stayed
67238,Stayed
12488,Stayed
42470,Stayed
25917,Stayed
16165,Stayed
66369,Left
374,Left
53289,Left
5012,Stayed
72531,Stayed
13322,Left
16679,Stayed
56559,Left
66953,Stayed
70990,Stayed
51171,Left
52363,Left
45008,Left
30578,Left
59348,Left
13416,Left
68631,Stayed
55803,Left
67250,Stayed
72523,Stayed
29027,Stayed
30098,Stayed
7927,Stayed
53634,Stayed
54072,Left
36454,Stayed
61635,Stayed
21394,Stayed
44217,Stayed
70311,Left
65203,Stayed
49754,Left
56218,Stayed
14785,Left
27374,Stayed
41809,Stayed
12775,Stayed
12258,Left
72146,Stayed
47423,Left
66933,Stayed
66818,Stayed
10836,Left
14967,Left
55062,Stayed
34167,Stayed
33919,Stayed
54598,Left
28598,Stayed
43231,Stayed
72298,Stayed
45393,Left
61974,Left
63013,Left
55775,Left
11401,Stayed
53439,Left
13191,Left
54326,Left
63224,Stayed
67191,Stayed
49165,Stayed
58490,Left
8298,Stayed
7042,Stayed
65968,Left
19850,Stayed
66455,Stayed
16350,Left
35727,Left
46510,Stayed
31421,Stayed
9784,Left
40018,Stayed
7286,Stayed
59212,Stayed
57364,Stayed
49163,Left
28838,Left
23306,Stayed
42235,Stayed
71356,Stayed
1350,Stayed
29420,Left
56057,Stayed
15573,Left
31784,Stayed
22836,Stayed
16049,Stayed
58049,Left
33820,Stayed
70706,Stayed
54932,Stayed
10194,Stayed
42088,Stayed
68493,Stayed
29668,Left
56065,Left
16870,Left
18957,Stayed
41502,Left
23762,Left
39627,Left
8490,Left
45291,Stayed
44664,Stayed
17521,Stayed
24220,Left
64738,Left
21440,Stayed
46462,Stayed
44396,Left
50184,Stayed
70559,Stayed
60790,Left
63261,Stayed
61319,Stayed
9823,Stayed
13184,Left
58626,Left
74250,Stayed
47848,Left
63197,Left
67845,Stayed
40562,Stayed
22051,Left
43637,Stayed
42985,Stayed
30412,Stayed
37315,Stayed
49415,Left
55525,Stayed
871,Stayed
33901,Left
54535,Stayed
60957,Left
61964,Stayed
64694,Stayed
30752,Left
4470,Left
49338,Left
6294,Left
1170,Stayed
26064,Left
61669,Stayed
60556,Left
17931,Stayed
55967,Stayed
68504,Left
74462,Left
34479,Stayed
72181,Left
56426,Stayed
45871,Left
40487,Left
25892,Left
29162,Stayed
44769,Left
8866,Left
5550,Stayed
58649,Stayed
29863,Left
31667,Stayed
41273,Stayed
33268,Stayed
37192,Stayed
57069,Stayed
39870,Left
47207,Stayed
34672,Stayed
22834,Left
25743,Stayed
27064,Stayed
8424,Stayed
69012,Stayed
17116,Left
58843,Left
69943,Left
69931,Left
7001,Stayed
47617,Left
11979,Stayed
15680,Left
27894,Stayed
8502,Left
15975,Stayed
35599,Stayed
10513,Left
11485,Stayed
14098,Left
7344,Stayed
30728,Left
46266,Left
46693,Stayed
8796,Left
755,Left
25656,Stayed
37407,Left
7781,Left
59942,Left
36400,Stayed
69062,Stayed
59599,Left
20513,Stayed
16630,Left
60765,Left
20677,Stayed
24911,Stayed
59549,Left
42264,Left
30156,Stayed
45373,Stayed
38652,Left
18784,Stayed
65640,Left
54512,Stayed
44352,Left
37624,Stayed
25233,Left
53198,Left
32366,Stayed
61883,Stayed
42551,Left
67559,Stayed
38824,Left
28128,Stayed
46055,Left
22466,Stayed
28614,Left
24673,Stayed
47631,Stayed
67072,Stayed
56602,Stayed
11907,Stayed
62296,Left
16189,Stayed
67149,Left
1686,Left
58177,Left
42895,Stayed
956,Stayed
36847,Left
14814,Stayed
14181,Left
18152,Left
33878,Stayed
36677,Stayed
16224,Left
51779,Stayed
69972,Stayed
13328,Left
22226,Stayed
73497,Stayed
67014,Left
1929,Stayed
89,Stayed
55921,Stayed
13746,Left
73283,Stayed
30589,Stayed
1871,Left
66194,Stayed
67153,Left
47885,Left
56226,Stayed
4088,Stayed
15999,Stayed
69260,Stayed
16955,Stayed
70719,Stayed
66149,Stayed
57035,Stayed
44080,Stayed
72162,Left
9129,Stayed
6011,Stayed
15150,Left
50528,Stayed
42506,Stayed
55380,Left
41247,Stayed
25057,Left
67806,Left
53168,Stayed
51131,Left
61434,Left
45262,Stayed
15088,Stayed
7111,Stayed
50443,Left
14410,Stayed
4265,Stayed
6367,Stayed
68744,Stayed
58010,Stayed
28451,Stayed
20482,Stayed
9485,Left
11817,Left
16380,Stayed
69261,Left
23382,Stayed
42189,Left
37903,Stayed
40142,Left
51150,Left
57944,Left
37987,Stayed
55710,Left
51836,Left
7373,Stayed
52006,Left
46853,Stayed
26553,Stayed
6330,Stayed
49719,Left
15952,Stayed
13040,Stayed
52660,Stayed
1520,Left
70602,Stayed
73155,Left
35198,Stayed
30093,Left
20922,Left
4326,Left
22637,Stayed
64573,Stayed
56041,Stayed
23146,Stayed
47490,Stayed
10826,Left
27908,Left
43111,Stayed
50419,Stayed
28489,Left
59297,Stayed
33246,Left
48686,Left
36267,Stayed
23513,Left
1787,Stayed
43069,Stayed
57604,Stayed
41905,Left
32963,Left
73269,Left
40610,Stayed
56885,Stayed
22920,Stayed
1968,Stayed
72568,Stayed
73700,Left
35233,Left
53111,Stayed
55092,Stayed
74420,Left
40662,Stayed
18719,Stayed
62561,Left
3109,Left
1656,Stayed
38803,Stayed
66015,Stayed
8782,Left
66785,Stayed
56227,Stayed
12576,Stayed
27669,Stayed
49148,Left
19489,Left
31957,Stayed
68602,Left
13291,Stayed
70221,Stayed
55159,Left
3945,Stayed
37534,Left
9017,Stayed
34159,Stayed
22713,Left
28819,Left
63170,Left
29508,Stayed
18189,Left
1749,Left
12600,Left
15522,Stayed
43145,Stayed
66009,Left
27289,Stayed
17357,Stayed
4453,Left
51821,Left
33571,Left
1857,Stayed
49849,Left
23080,Stayed
14698,Stayed
37838,Stayed
24896,Left
57372,Left
28006,Left
21918,Stayed
19588,Stayed
50378,Left
58505,Stayed
15326,Left
16447,Stayed
61275,Stayed
63332,Left
56061,Left
20323,Left
68191,Stayed
15558,Left
18515,Stayed
2133,Stayed
68834,Left
34916,Stayed
48067,Stayed
61584,Left
25591,Left
47068,Left
5982,Stayed
23663,Left
20550,Left
31330,Stayed
7733,Stayed
54970,Left
72573,Left
54591,Left
14431,Stayed
67938,Stayed
50801,Left
67218,Stayed
49969,Stayed
2226,Stayed
3001,Stayed
51635,Left
15993,Stayed
47422,Left
57491,Stayed
27007,Stayed
3762,Left
5844,Left
74367,Left
30032,Left
19259,Stayed
72579,Left
55553,Stayed
23470,Stayed
30250,Left
7835,Stayed
59984,Left
29827,Stayed
19715,Left
67595,Stayed
29089,Stayed
63502,Left
53494,Left
6718,Left
8924,Stayed
42788,Left
47555,Stayed
64754,Stayed
16236,Stayed
65022,Left
54960,Stayed
20341,Stayed
64871,Stayed
17169,Left
3215,Stayed
20903,Stayed
7731,Left
64165,Left
62405,Stayed
33556,Stayed
19809,Stayed
13671,Stayed
69651,Left
22303,Left
38778,Left
55645,Stayed
69289,Left
24862,Stayed
10980,Left
18266,Stayed
73011,Left
67622,Stayed
49472,Stayed
5776,Stayed
14436,Left
33395,Stayed
49616,Left
46415,Left
71277,Left
32570,Left
49913,Stayed
2708,Left
63851,Stayed
20365,Stayed
36057,Left
10970,Left
25542,Stayed
20934,Left
58357,Left
8931,Stayed
29437,Left
42233,Left
5206,Left
57918,Stayed
34086,Stayed
62310,Stayed
61794,Stayed
72911,Left
37065,Left
26806,Stayed
74197,Left
29639,Left
65960,Left
74043,Stayed
23418,Left
53214,Stayed
7432,Stayed
53183,Stayed
41302,Stayed
31583,Stayed
65066,Stayed
41817,Stayed
31275,Stayed
46602,Left
22228,Stayed
42697,Stayed
43129,Left
70004,Left
39208,Left
20255,Stayed
66283,Left
60396,Stayed
17999,Stayed
67449,Stayed
30243,Left
15048,Left
43768,Stayed
15466,Stayed
125,Stayed
72696,Stayed
23533,Left
15316,Stayed
40669,Left
62272,Left
27423,Stayed
62488,Left
56964,Left
29713,Left
10306,Left
53455,Left
32374,Stayed
61568,Left
53481,Left
44008,Left
35687,Left
41871,Stayed
2894,Left
16142,Stayed
6975,Left
70329,Left
31445,Left
59523,Left
46928,Left
39417,Stayed
54277,Left
11618,Left
36779,Left
36247,Stayed
67403,Left
56450,Stayed
26972,Left
6137,Stayed
72928,Stayed
14887,Left
28418,Stayed
51999,Left
16597,Left
48849,Stayed
25488,Stayed
54327,Left
34581,Stayed
7493,Stayed
551,Left
37342,Stayed
2183,Stayed
50036,Stayed
71435,Left
36317,Stayed
63540,Stayed
45752,Left
54686,Left
14664,Stayed
26028,Stayed
64722,Stayed
27174,Left
18537,Left
49320,Stayed
54635,Stayed
27694,Stayed
23985,Left
39629,Stayed
52357,Stayed
14884,Stayed
5523,Left
10721,Stayed
64954,Stayed
54578,Left
1088,Stayed
61307,Stayed
34681,Stayed
47241,Left
42390,Left
63671,Stayed
4450,Stayed
55679,Stayed
33455,Stayed
53835,Left
33660,Left
64210,Stayed
17836,Left
42483,Left
46025,Stayed
33596,Left
27184,Left
50652,Left
41550,Stayed
36365,Left
34762,Stayed
60651,Stayed
19718,Stayed
68859,Left
9076,Left
39376,Stayed
2529,Left
35379,Stayed
69489,Stayed
30047,Stayed
66030,Stayed
53063,Stayed
60094,Stayed
66180,Stayed
6553,Stayed
32004,Stayed
60566,Stayed
31480,Stayed
60832,Left
46403,Stayed
63387,Stayed
625,Stayed
45251,Stayed
36514,Stayed
23021,Left
61181,Stayed
55677,Left
39090,Left
21167,Stayed
30382,Stayed
24948,Left
20417,Left
21019,Left
73907,Left
58991,Stayed
2722,Stayed
16982,Stayed
2084,Stayed
22903,Left
39565,Left
10644,Stayed
60459,Left
43537,Stayed
22907,Left
30486,Stayed
51514,Stayed
33297,Stayed
43692,Left
34558,Left
1014,Left
37803,Stayed
43565,Left
33709,Left
65287,Stayed
3453,Left
25479,Left
65806,Left
47444,Stayed
57974,Left
11082,Left
55808,Left
42575,Left
40292,Stayed
2618,Stayed
11994,Left
72674,Left
68013,Left
35050,Stayed
50499,Stayed
19038,Stayed
1124,Stayed
64182,Left
55508,Stayed
33353,Stayed
55667,Left
2886,Stayed
34894,Left
6410,Stayed
33347,Stayed
74431,Left
56125,Stayed
69182,Stayed
68670,Stayed
22177,Left
31367,Left
8843,Stayed
21642,Stayed
12578,Stayed
19335,Stayed
39174,Stayed
4212,Left
43207,Stayed
804,Left
34187,Left
42034,Stayed
417,Stayed
65071,Stayed
69383,Left
4837,Left
62051,Stayed
34054,Left
46458,Left
63809,Stayed
25624,Left
3695,Stayed
69805,Stayed
17536,Left
15881,Stayed
46121,Left
16529,Left
6895,Left
45496,Stayed
12893,Left
52444,Stayed
17942,Stayed
53762,Left
59352,Left
25489,Left
42620,Stayed
65476,Stayed
58717,Stayed
24910,Left
20493,Stayed
475,Left
27299,Left
72296,Left
59940,Stayed
18306,Stayed
68099,Stayed
55411,Left
39095,Stayed
33210,Stayed
22820,Left
72408,Stayed
10694,Stayed
26439,Stayed
55408,Stayed
12115,Stayed
6197,Left
53202,Left
46514,Stayed
70549,Stayed
35568,Stayed
48421,Stayed
6805,Left
72527,Stayed
41308,Left
56033,Left
11757,Left
73883,Left
38243,Stayed
45054,Stayed
45170,Left
66439,Left
20001,Stayed
38455,Left
13467,Stayed
34665,Left
42195,Stayed
8988,Left
61291,Left
24959,Left
13916,Stayed
19307,Stayed
37190,Left
71794,Stayed
63082,Left
15425,Stayed
27816,Left
51073,Stayed
62373,Left
27734,Stayed
41102,Left
55981,Left
19747,Stayed
66115,Left
38019,Left
24907,Stayed
1513,Stayed
16422,Stayed
37561,Stayed
19350,Left
47310,Left
52397,Stayed
15198,Left
38415,Left
43171,Stayed
16890,Stayed
30840,Left
60878,Left
28996,Stayed
48963,Stayed
4507,Stayed
3754,Stayed
55504,Stayed
12253,Stayed
20489,Stayed
56738,Left
1331,Left
5829,Stayed
72734,Left
53582,Left
13239,Stayed
11869,Left
72282,Stayed
55855,Stayed
65650,Stayed
849,Left
20849,Stayed
39273,Stayed
27702,Left
70904,Stayed
46703,Left
29782,Stayed
43997,Left
74364,Stayed
25235,Stayed
12910,Stayed
18714,Left
27905,Left
3834,Left
3698,Stayed
73366,Left
59042,Left
44097,Left
2827,Stayed
52505,Stayed
2528,Stayed
42440,Left
61906,Stayed
33092,Stayed
42255,Stayed
31383,Stayed
8271,Stayed
36665,Stayed
28167,Left
3483,Stayed
8216,Left
14805,Stayed
53858,Left
26167,Left
57966,Left
64911,Stayed
9036,Stayed
43671,Left
57825,Left
22001,Stayed
41476,Stayed
20424,Stayed
1537,Left
48855,Stayed
40489,Left
51831,Stayed
6986,Stayed
44919,Left
74073,Stayed
46843,Stayed
69814,Left
64976,Stayed
37840,Stayed
43235,Stayed
14043,Stayed
11515,Stayed
25928,Left
36817,Left
17785,Left
34194,Stayed
53248,Left
42860,Stayed
2239,Left
42173,Left
52848,Left
27597,Left
57795,Stayed
16913,Left
36375,Left
42276,Stayed
53808,Stayed
13470,Left
43973,Left
6109,Stayed
49869,Left
8530,Stayed
42281,Stayed
52062,Stayed
10138,Left
6001,Left
44952,Left
26567,Left
34400,Stayed
37742,Stayed
42076,Stayed
58234,Stayed
17733,Stayed
28100,Left
61812,Stayed
33825,Left
74448,Left
1802,Stayed
58844,Stayed
40457,Stayed
45132,Stayed
27097,Stayed
50414,Left
65226,Left
7118,Stayed
6400,Stayed
46193,Left
1567,Stayed
1142,Stayed
20425,Left
64063,Stayed
23975,Left
30441,Stayed
12545,Stayed
50153,Left
26816,Stayed
41364,Left
44020,Stayed
38748,Left
65309,Stayed
44833,Stayed
41802,Stayed
52322,Stayed
54909,Left
73663,Stayed
16695,Stayed
59512,Stayed
50042,Left
60619,Stayed
11541,Left
7555,Left
12519,Left
7442,Stayed
6725,Left
51511,Left
21734,Stayed
3827,Stayed
43406,Stayed
35265,Left
7802,Stayed
51443,Left
24197,Stayed
22965,Left
10119,Left
69416,Stayed
18730,Stayed
8198,Stayed
18279,Stayed
18296,Stayed
35393,Stayed
57862,Left
69884,Stayed
70110,Stayed
54618,Stayed
21202,Stayed
36461,Stayed
20037,Stayed
30317,Stayed
59338,Stayed
43079,Left
16461,Left
53524,Left
11294,Stayed
56201,Left
40983,Stayed
60494,Stayed
14792,Left
52726,Left
14118,Stayed
8659,Stayed
70157,Left
31777,Left
56501,Stayed
2624,Left
3187,Stayed
58623,Left
47983,Left
647,Stayed
5084,Left
6258,Stayed
3956,Stayed
2127,Stayed
63212,Left
56354,Stayed
23337,Left
71179,Left
29745,Left
9599,Stayed
8086,Left
54038,Stayed
24294,Stayed
59169,Left
47500,Left
8876,Left
53709,Left
26442,Stayed
46359,Left
19236,Stayed
59399,Stayed
67304,Left
42523,Stayed
12374,Stayed
39643,Left
70285,Stayed
15941,Stayed
46470,Left
50497,Stayed
51075,Left
65505,Left
30622,Stayed
34794,Left
44547,Stayed
26148,Stayed
66231,Stayed
71614,Left
62186,Stayed
11459,Stayed
47320,Stayed
73621,Left
4277,Stayed
44305,Stayed
3909,Stayed
38575,Left
18274,Left
74094,Left
69376,Stayed
10360,Left
22865,Stayed
58412,Stayed
63692,Stayed
69155,Stayed
7108,Left
18497,Left
54162,Stayed
50113,Stayed
68617,Stayed
34769,Left
33511,Stayed
62802,Stayed
29924,Stayed
9240,Left
32559,Stayed
14565,Stayed
19446,Left
21325,Stayed
10240,Left
10133,Left
60403,Stayed
37853,Left
6925,Left
51576,Left
40971,Left
66748,Stayed
1198,Stayed
65834,Stayed
69833,Stayed
52908,Stayed
11879,Left
68923,Left
44367,Left
47591,Stayed
27195,Left
50053,Left
59773,Stayed
42109,Stayed
59045,Stayed
58386,Left
8108,Stayed
18368,Left
47980,Stayed
69497,Stayed
15227,Stayed
68567,Stayed
68692,Stayed
4658,Stayed
3708,Left
32106,Stayed
73089,Stayed
38964,Left
22412,Left
16029,Stayed
31716,Stayed
63301,Left
432,Stayed
46671,Stayed
42995,Left
52286,Stayed
1819,Stayed
16343,Left
54901,Stayed
52600,Left
66993,Left
36316,Stayed
62179,Stayed
10830,Stayed
5027,Left
10686,Left
44887,Left
65932,Stayed
20384,Stayed
68437,Stayed
57084,Left
36948,Left
7221,Stayed
44823,Stayed
67426,Left
37879,Left
49697,Stayed
12466,Left
31744,Stayed
39258,Stayed
30027,Left
73352,Left
13297,Stayed
48917,Left
19928,Left
69673,Stayed
5689,Stayed
72441,Stayed
29973,Left
58486,Left
16667,Stayed
29854,Left
60697,Stayed
5489,Stayed
14005,Stayed
26343,Left
64591,Stayed
72240,Stayed
60606,Stayed
69741,Stayed
17776,Stayed
18759,Left
52821,Stayed
31033,Stayed
48702,Left
13217,Stayed
17632,Left
13122,Stayed
28929,Stayed
2627,Stayed
15496,Stayed
42127,Stayed
53095,Stayed
7876,Stayed
32294,Stayed
10106,Left
49680,Stayed
37857,Stayed
17313,Stayed
20486,Left
63525,Stayed
8756,Left
40063,Left
53254,Stayed
65480,Left
27403,Stayed
626,Stayed
61210,Left
63961,Stayed
10244,Stayed
44442,Left
18593,Stayed
73941,Left
5693,Left
10086,Stayed
43242,Left
59485,Left
17845,Left
8741,Stayed
66220,Left
63019,Stayed
62264,Left
15461,Left
32550,Left
66118,Stayed
29202,Stayed
15624,Left
66399,Stayed
52206,Stayed
26292,Left
19865,Left
46050,Left
59532,Left
55495,Stayed
21857,Stayed
50905,Stayed
4605,Stayed
38842,Left
69142,Left
35639,Stayed
10255,Left
18811,Stayed
10531,Left
68050,Left
48923,Stayed
20825,Left
1799,Left
51418,Left
27924,Stayed
55673,Left
72968,Left
31842,Stayed
70801,Left
30564,Stayed
50123,Stayed
41228,Left
32563,Left
5925,Stayed
18930,Stayed
32349,Left
30769,Stayed
40856,Left
62230,Left
41936,Left
60560,Stayed
51109,Left
8668,Stayed
32259,Left
33811,Stayed
73178,Left
53488,Stayed
42485,Stayed
59536,Stayed
56926,Left
6189,Stayed
49966,Stayed
6791,Stayed
73145,Left
41779,Stayed
15821,Left
30672,Stayed
63528,Stayed
11745,Left
45627,Left
28488,Stayed
53431,Left
60122,Left
68628,Stayed
51519,Left
64352,Stayed
63150,Stayed
36142,Left
25688,Left
7455,Stayed
43942,Left
50309,Left
57884,Stayed
4606,Stayed
36854,Stayed
39249,Left
21094,Stayed
71787,Left
27240,Stayed
45630,Stayed
33310,Stayed
17294,Left
66205,Stayed
64421,Stayed
35779,Stayed
47475,Stayed
71783,Left
19067,Left
27671,Left
20509,Left
71107,Stayed
60138,Stayed
68312,Left
47989,Left
28737,Left
67798,Stayed
57983,Stayed
48531,Left
5366,Left
28212,Stayed
54717,Left
67501,Left
59734,Left
28245,Stayed
46991,Left
38498,Stayed
56659,Stayed
35239,Stayed
52489,Stayed
46812,Left
30128,Left
57422,Stayed
46986,Left
46845,Stayed
48942,Left
5255,Stayed
34198,Stayed
10206,Left
58510,Stayed
72731,Stayed
20124,Left
50096,Left
54609,Left
59408,Left
65112,Left
37248,Stayed
32512,Left
61755,Stayed
33891,Left
35203,Stayed
72567,Stayed
18844,Stayed
50592,Stayed
22256,Stayed
68552,Left
69183,Stayed
59177,Stayed
14182,Stayed
25886,Stayed
63974,Left
63386,Stayed
22216,Left
59360,Left
50399,Left
18305,Stayed
36598,Left
24913,Stayed
26269,Left
51693,Stayed
17720,Stayed
19778,Left
44155,Stayed
65717,Left
60412,Stayed
47892,Stayed
58894,Left
23298,Stayed
30911,Left
59493,Left
17502,Left
18685,Left
55954,Left
36529,Stayed
22318,Stayed
62591,Left
45130,Stayed
8769,Left
19474,Stayed
38474,Stayed
227,Stayed
53652,Left
13578,Stayed
21023,Left
45053,Stayed
10849,Left
72176,Left
64751,Stayed
35944,Stayed
43280,Stayed
64479,Left
46604,Left
50092,Stayed
66576,Stayed
37646,Left
51112,Left
6579,Stayed
56630,Left
39415,Stayed
46906,Stayed
43384,Stayed
36347,Left
13207,Stayed
6562,Stayed
33585,Stayed
64397,Stayed
23311,Stayed
48464,Stayed
8406,Left
32339,Left
66073,Left
44533,Left
56617,Stayed
67679,Stayed
9382,Left
11249,Left
70453,Stayed
62149,Left
17606,Left
9121,Stayed
64785,Left
74027,Left
43817,Left
71425,Left
46395,Stayed
73204,Stayed
56670,Stayed
53687,Stayed
13018,Stayed
6947,Stayed
44575,Left
54836,Left
71361,Left
1363,Stayed
62126,Stayed
17173,Stayed
43245,Left
23002,Stayed
72506,Left
64559,Stayed
68454,Left
17704,Left
39066,Stayed
2363,Stayed
54564,Left
28945,Left
70414,Left
14913,Stayed
59606,Stayed
15782,Left
5552,Left
2221,Stayed
